"service_id","total_playtime","avg_daily_playtime","days_active","total_pns","total_days_completed","avg_daily_pns","is_inactive","is_never_completed","is_playing_less","is_pnsing_less","is_finishing_less","flags_count"
"5d4c0d1fe88b9a016f492331",12.15,4.05,3,12,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5d4c0d1fe88b9a016f492375",52.2,10.44,5,46,0,9.2,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5d4c0d1fe88b9a016f49237e",30.83,6.166,5,35,0,7,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5d4c0d1fe88b9a016f4923b4",2.34,1.17,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5d4c0d1fe88b9a016f492410",38.43,9.6075,4,42,1,10.5,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5d4c0d1fe88b9a016f49243f",5.69,2.845,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5d4c0d1fe88b9a016f492452",30.91,10.3033333333333,3,33,0,11,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5d4c0d1fe88b9a016f492453",20.26,5.065,4,19,0,4.75,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5d4c0d1fe88b9a016f492509",98.71,19.742,5,37,0,7.4,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5d55fa0ea28df409f1a97a4e",3.19,1.595,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5d55fa0ea28df409f1a97a58",4.59,2.295,2,1,0,0.5,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5d55fa0ea28df409f1a97a5c",4.67,4.67,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5d88564d26ca7909d8fb9d08",76.43,15.286,5,82,2,16.4,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5daa2b2c72f0230b637168e4",5.16,5.16,1,4,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5e736f994b7e1505b51a28cf",29.56,5.912,5,29,0,5.8,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5e736f9a4b7e1505b51a28f3",12.4,6.2,2,2,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5e736f9a4b7e1505b51a2904",42.01,10.5025,4,32,1,8,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5e736f9a4b7e1505b51a2905",7.04,7.04,1,4,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5e736f9a4b7e1505b51a2909",4.27,4.27,1,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5e736f9a4b7e1505b51a290e",4.75,4.75,1,3,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5e73c43c41e4ae057aa7fa17",93.32,15.5533333333333,6,47,0,7.83333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5e73c43c41e4ae057aa7fa31",26.21,13.105,2,17,1,8.5,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5e73c43c41e4ae057aa7fa35",53.86,10.772,5,40,0,8,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5e7ced16d590eb0346105395",2.56,2.56,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5e7ced16d590eb034610539a",27.27,9.09,3,24,1,8,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5e7ced16d590eb03461053a3",42.31,10.5775,4,42,1,10.5,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5e7ced16d590eb03461053a6",34.26,11.42,3,31,1,10.3333333333333,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5e7ced16d590eb03461053ac",0.1,0.1,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5e7ced16d590eb03461053b4",32.51,8.1275,4,42,1,10.5,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5f2be6d7e4b1e9033697f64d",108.48,27.12,4,89,4,22.25,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f2be6d7e4b1e9033697f650",27.27,6.8175,4,24,1,4.8,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5f2be6d7e4b1e9033697f65b",5.42,2.71,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"5f2be6d7e4b1e9033697f65c",16.32,8.16,2,14,0,7,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5f2be6d7e4b1e9033697f65f",88.62,22.155,4,53,2,13.25,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f2be6d7e4b1e9033697f668",44.63,44.63,1,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,2
"5f2be6d7e4b1e9033697f66f",37.53,9.3825,4,24,1,6,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5f2be6d7e4b1e9033697f674",24.95,6.2375,4,28,0,7,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5f2be6d7e4b1e9033697f680",29.86,9.95333333333333,3,29,1,9.66666666666667,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5f2be6d7e4b1e9033697f68d",71.8,14.36,5,53,2,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f2be6d7e4b1e9033697f690",29.52,7.38,4,36,1,9,FALSE,FALSE,TRUE,FALSE,TRUE,2
"5f2be6d7e4b1e9033697f69e",53.43,10.686,5,48,1,9.6,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5f2be6d8e4b1e9033697f6b8",77.63,15.526,5,50,0,10,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5f2be6d8e4b1e9033697f6c7",3.81,3.81,1,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5f3ab05ec0b8b509bbf6a567",59.03,29.515,2,5,0,2.5,FALSE,TRUE,FALSE,TRUE,FALSE,2
"5f3d736794738300247cd7e7",25.24,12.62,2,20,0,10,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5f3d736794738300247cd7f8",35.26,7.052,5,12,0,2.4,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5f3d736794738300247cd801",101.1,25.275,4,54,1,13.5,FALSE,FALSE,FALSE,FALSE,TRUE,1
"5f3d736794738300247cd814",16.27,4.0675,4,13,0,3.25,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5f5b7ce9c2c291284d29b4b1",40.08,10.02,4,38,2,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f8d913f9953ab0654c9012c",27.94,6.985,4,14,0,3.5,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5f9c8992342a32392540e70b",33.64,11.2133333333333,3,38,2,12.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5fab181c708c22005ba08d28",13.67,6.835,2,11,0,5.5,FALSE,TRUE,TRUE,FALSE,FALSE,2
"5fb27a996f1ede06f0f04bee",63.27,12.654,5,74,0,14.8,FALSE,TRUE,FALSE,FALSE,FALSE,1
"6021bf2e609c0307f35d0512",25.44,5.088,5,19,0,3.8,FALSE,TRUE,TRUE,TRUE,FALSE,3
"61004bda3391170a2edae7d5",15.3,5.1,3,14,0,4.66666666666667,FALSE,TRUE,TRUE,FALSE,FALSE,2
"61004bda3391170a2edae7db",41.48,8.296,5,21,0,4.2,FALSE,TRUE,TRUE,FALSE,FALSE,2
"6102ffcc0d043902e8dc8811",132.25,26.45,5,92,3,18.4,FALSE,FALSE,FALSE,FALSE,FALSE,0
"6109506f045ae600445815b4",52.45,13.1125,4,39,1,9.75,FALSE,FALSE,FALSE,FALSE,TRUE,1
"61142149bd77291f1dfcea83",18.93,9.465,2,16,0,8,FALSE,TRUE,TRUE,FALSE,FALSE,2
"611cf4ca00a13103ab65c14b",37.11,7.422,5,29,0,5.8,FALSE,TRUE,TRUE,FALSE,FALSE,2
"611d71ca810b491ec5ebd5f9",25.55,12.775,2,19,0,9.5,FALSE,TRUE,FALSE,FALSE,FALSE,1
"611d71ca810b491ec5ebd5fa",27.38,5.476,5,22,0,4.4,FALSE,TRUE,TRUE,FALSE,FALSE,2
"618db4b4bef73809d21f81e7",1.71,1.71,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"61f0be54be9a7c1d4e9b7c66",0.1,0.1,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"61fb09b7b37b920de810f34d",51.9,10.38,5,32,0,6.4,FALSE,TRUE,FALSE,FALSE,FALSE,1
"62968c94929d68045116d328",52.12,10.424,5,38,1,7.6,FALSE,FALSE,FALSE,FALSE,TRUE,1
"6297de0b70cd210229cad86b",31.39,6.278,5,19,0,3.8,FALSE,TRUE,TRUE,TRUE,FALSE,3
"62a26a16be9a7c001be79026",57.78,11.556,5,71,2,14.2,FALSE,FALSE,FALSE,FALSE,FALSE,0
"62e14e176e5de41b053f3acb",51.85,8.64166666666667,6,39,2,6.5,FALSE,FALSE,TRUE,FALSE,FALSE,1
"62eaad610a343e622a7c150d",23.85,23.85,1,23,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,1
"62f6d1fa3d2cc21b04da2d62",7.88,7.88,1,11,0,11,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62fc7b5560e8b80dda61b61f",4.5,4.5,1,6,0,6,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62feb561aca92c1599166d13",74.09,14.818,5,115,4,23,FALSE,FALSE,FALSE,FALSE,FALSE,0
"62feb561aca92c1599166d19",24.61,6.1525,4,16,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,3
"62feb561aca92c1599166d1e",16.73,8.365,2,17,0,8.5,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62feb561aca92c1599166d3b",27.44,9.14666666666667,3,23,0,5.75,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62feb561aca92c1599166d44",56.02,11.204,5,59,1,11.8,FALSE,FALSE,FALSE,FALSE,TRUE,1
"62feb561aca92c1599166d4f",41.42,8.284,5,29,0,5.8,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62feb561aca92c1599166d52",26.4,6.6,4,24,0,6,FALSE,TRUE,TRUE,FALSE,FALSE,2
"62feb561aca92c1599166d69",12.8,4.26666666666667,3,9,0,1.8,FALSE,TRUE,TRUE,TRUE,FALSE,3
"62feb561aca92c1599166d7a",47.33,11.8325,4,61,2,15.25,FALSE,FALSE,FALSE,FALSE,FALSE,0
"632bd5da1a4fa806fd718ece",2.47,1.235,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"63d1e39521108a040c8a6c37",52.57,13.1425,4,45,1,11.25,FALSE,FALSE,FALSE,FALSE,TRUE,1
"6421bcc00ca53e1c39e823bd",18.24,6.08,3,18,1,6,FALSE,FALSE,TRUE,FALSE,TRUE,2
"64c95026ea2c11082645290b",4.63,2.315,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"64c95026ea2c110826452910",33.68,6.736,5,32,1,6.4,FALSE,FALSE,TRUE,FALSE,TRUE,2
"65df6c2e874f0c0b69e2ee30",60.84,12.168,5,44,1,8.8,FALSE,FALSE,FALSE,FALSE,TRUE,1
"65e73d65b65cb4036e2eca20",78,15.6,5,9,0,1.8,FALSE,TRUE,FALSE,TRUE,FALSE,2
"65fdc11d0c1f990241ce0871",12.97,12.97,1,1,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,2
"66166c7f47ad6b29984d4af7",64.6,12.92,5,55,1,11,FALSE,FALSE,FALSE,FALSE,TRUE,1
"66a3b9086adb392850489cc4",99.44,19.888,5,67,2,13.4,FALSE,FALSE,FALSE,FALSE,FALSE,0
"66a3b9086adb392850489ccc",5.28,5.28,1,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,3
"66a493a26adb394eac8afaef",10,3.33333333333333,3,5,0,1.66666666666667,FALSE,TRUE,TRUE,TRUE,FALSE,3
"66a493a26adb394eac8afaf9",5.07,5.07,1,5,0,5,FALSE,TRUE,TRUE,FALSE,FALSE,2
"66a9a8062c1ea33d50caa111",13.86,6.93,2,12,0,6,FALSE,TRUE,TRUE,FALSE,FALSE,2
"66ac438b9c30f1160705f662",10.75,5.375,2,9,0,4.5,FALSE,TRUE,TRUE,FALSE,FALSE,2
"66bdd09a9c416f14eb7e27d4",59.56,11.912,5,57,0,11.4,FALSE,TRUE,FALSE,FALSE,FALSE,1
"671021e16dcdb304774b3af5",4.65,2.325,2,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,3
"67941580c5ae4514acce4ff3",23.23,7.74333333333333,3,17,0,5.66666666666667,FALSE,TRUE,TRUE,FALSE,FALSE,2
"67bdcb0e860c98544cfb9ced",5.62,5.62,1,8,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,3
